"ImageId","Label"
316,"7"
317,"1"
318,"4"
319,"3"
320,"3"
321,"0"
322,"5"
323,"1"
324,"1"
325,"3"
326,"4"
327,"4"
328,"5"
329,"7"
330,"9"
331,"6"
332,"9"
333,"9"
334,"8"
335,"1"
336,"8"
337,"1"
338,"7"
339,"6"
340,"4"
341,"4"
342,"6"
343,"6"
344,"8"
345,"4"
346,"8"
347,"4"
348,"8"
349,"6"
350,"7"
351,"8"
352,"3"
353,"8"
354,"0"
355,"4"
356,"9"
357,"9"
358,"0"
359,"6"
360,"2"
361,"3"
362,"0"
363,"8"
364,"8"
365,"9"
366,"3"
367,"9"
368,"5"
369,"5"
370,"2"
371,"2"
372,"1"
373,"5"
374,"7"
375,"5"
376,"1"
377,"3"
378,"4"
379,"3"
380,"0"
381,"0"
382,"4"
383,"9"
384,"5"
385,"2"
386,"0"
387,"0"
388,"0"
389,"3"
390,"3"
391,"4"
392,"5"
393,"1"
394,"3"
395,"0"
396,"9"
397,"2"
398,"8"
399,"7"
400,"8"
401,"3"
402,"9"
403,"7"
404,"9"
405,"3"
406,"8"
407,"9"
408,"9"
409,"1"
410,"9"
411,"4"
412,"7"
413,"4"
414,"4"
415,"3"
416,"9"
417,"5"
418,"2"
419,"2"
420,"0"
421,"9"
422,"9"
423,"2"
424,"1"
425,"1"
426,"7"
427,"5"
428,"0"
429,"3"
430,"0"
431,"7"
432,"6"
433,"5"
434,"4"
435,"1"
436,"2"
437,"2"
438,"8"
439,"5"
440,"2"
441,"9"
442,"4"
443,"3"
444,"2"
445,"8"
446,"5"
447,"3"
448,"4"
449,"4"
450,"4"
451,"5"
452,"8"
453,"5"
454,"7"
455,"6"
456,"0"
457,"7"
458,"0"
459,"7"
460,"8"
461,"1"
462,"8"
463,"1"
464,"4"
465,"8"
466,"0"
467,"0"
468,"3"
469,"9"
470,"6"
471,"3"
472,"2"
473,"3"
474,"4"
475,"9"
476,"0"
477,"2"
478,"4"
479,"2"
480,"8"
481,"9"
482,"3"
483,"2"
484,"9"
485,"3"
486,"8"
487,"3"
488,"4"
489,"7"
490,"2"
491,"5"
492,"7"
493,"0"
494,"5"
495,"1"
496,"9"
497,"2"
498,"8"
499,"2"
500,"8"
501,"8"
502,"6"
503,"0"
504,"4"
505,"3"
506,"1"
507,"6"
508,"1"
509,"6"
510,"6"
511,"1"
512,"0"
513,"5"
514,"1"
515,"3"
516,"2"
517,"9"
518,"1"
519,"7"
520,"9"
521,"7"
522,"5"
523,"9"
524,"0"
525,"2"
526,"0"
527,"9"
528,"6"
529,"6"
530,"2"
531,"3"
532,"4"
533,"0"
534,"4"
535,"7"
536,"8"
537,"0"
538,"0"
539,"2"
540,"5"
541,"6"
542,"7"
543,"0"
544,"4"
545,"0"
546,"2"
547,"6"
548,"7"
549,"4"
550,"7"
551,"7"
552,"4"
553,"9"
554,"3"
555,"6"
556,"3"
557,"2"
558,"4"
559,"9"
560,"5"
561,"5"
562,"3"
563,"4"
564,"2"
565,"9"
566,"6"
567,"6"
568,"3"
569,"1"
570,"6"
571,"9"
572,"1"
573,"5"
574,"0"
575,"5"
576,"5"
577,"9"
578,"3"
579,"1"
580,"6"
581,"9"
582,"3"
583,"9"
584,"1"
585,"9"
586,"0"
587,"9"
588,"4"
589,"6"
590,"4"
591,"8"
592,"1"
593,"1"
594,"9"
595,"7"
596,"5"
597,"0"
598,"5"
599,"1"
600,"4"
601,"1"
602,"4"
603,"4"
604,"6"
605,"5"
606,"1"
607,"2"
608,"7"
609,"8"
610,"9"
611,"1"
612,"6"
613,"5"
614,"8"
615,"5"
616,"8"
617,"9"
618,"3"
619,"2"
620,"9"
621,"6"
622,"3"
623,"9"
624,"4"
625,"2"
626,"2"
627,"3"
628,"4"
629,"7"
630,"4"
631,"8"
632,"8"
633,"1"
634,"2"
635,"1"
636,"4"
637,"7"
638,"5"
639,"0"
640,"6"
641,"9"
642,"8"
643,"1"
644,"7"
645,"3"
646,"8"
647,"3"
648,"3"
649,"1"
650,"6"
651,"7"
652,"2"
653,"1"
654,"1"
655,"5"
656,"6"
657,"1"
658,"7"
659,"7"
660,"7"
661,"7"
662,"3"
663,"1"
664,"9"
665,"4"
666,"4"
667,"4"
668,"9"
669,"6"
670,"6"
671,"8"
672,"6"
673,"0"
674,"1"
675,"5"
676,"8"
677,"3"
678,"4"
679,"4"
680,"6"
681,"1"
682,"3"
683,"9"
684,"4"
685,"6"
686,"1"
687,"6"
688,"7"
689,"2"
690,"1"
691,"3"
692,"5"
693,"7"
694,"4"
695,"2"
696,"5"
697,"2"
698,"8"
699,"6"
700,"2"
701,"4"
702,"2"
703,"4"
704,"5"
705,"6"
706,"7"
707,"1"
708,"1"
709,"7"
710,"7"
711,"8"
712,"9"
713,"0"
714,"7"
715,"8"
716,"3"
717,"2"
718,"3"
719,"9"
720,"7"
721,"0"
722,"4"
723,"9"
724,"3"
725,"7"
726,"3"
727,"3"
728,"2"
729,"9"
730,"7"
731,"8"
732,"4"
733,"5"
734,"7"
735,"0"
736,"8"
737,"1"
738,"8"
739,"2"
740,"3"
741,"6"
742,"4"
743,"8"
744,"7"
745,"5"
746,"4"
747,"5"
748,"2"
749,"9"
750,"1"
751,"7"
752,"3"
753,"5"
754,"4"
755,"3"
756,"6"
757,"1"
758,"2"
759,"9"
760,"1"
761,"2"
762,"4"
763,"6"
764,"0"
765,"9"
766,"5"
767,"7"
768,"2"
769,"4"
770,"4"
771,"7"
772,"6"
773,"1"
774,"2"
775,"7"
776,"7"
777,"6"
778,"8"
779,"4"
780,"2"
781,"5"
782,"1"
783,"7"
784,"5"
785,"1"
786,"5"
787,"8"
788,"9"
789,"2"
790,"2"
791,"9"
792,"9"
793,"8"
794,"9"
795,"7"
796,"2"
797,"3"
798,"4"
799,"3"
800,"5"
801,"8"
802,"2"
803,"8"
804,"8"
805,"4"
806,"1"
807,"2"
808,"9"
809,"2"
810,"6"
811,"1"
812,"7"
813,"3"
814,"4"
815,"0"
816,"3"
817,"6"
818,"2"
819,"8"
820,"6"
821,"2"
822,"5"
823,"9"
824,"0"
825,"8"
826,"3"
827,"3"
828,"3"
829,"9"
830,"7"
831,"9"
832,"3"
833,"9"
834,"0"
835,"9"
836,"6"
837,"6"
838,"1"
839,"7"
840,"7"
841,"2"
842,"1"
843,"2"
844,"8"
845,"7"
846,"0"
847,"6"
848,"0"
849,"4"
850,"8"
851,"2"
852,"3"
853,"9"
854,"3"
855,"5"
856,"6"
857,"7"
858,"9"
859,"4"
860,"3"
861,"9"
862,"0"
863,"8"
864,"4"
865,"1"
866,"3"
867,"9"
868,"2"
869,"1"
870,"0"
871,"9"
872,"7"
873,"1"
874,"1"
875,"3"
876,"8"
877,"7"
878,"6"
879,"6"
880,"9"
881,"8"
882,"2"
883,"0"
884,"5"
885,"6"
886,"7"
887,"1"
888,"0"
889,"7"
890,"6"
891,"4"
892,"0"
893,"2"
894,"5"
895,"3"
896,"0"
897,"9"
898,"7"
899,"2"
900,"9"
901,"6"
902,"0"
903,"7"
904,"4"
905,"7"
906,"8"
907,"1"
908,"1"
909,"6"
910,"9"
911,"0"
912,"9"
913,"2"
914,"7"
915,"9"
916,"7"
917,"9"
918,"6"
919,"0"
920,"8"
921,"8"
922,"2"
923,"4"
924,"7"
925,"6"
926,"9"
927,"7"
928,"0"
929,"6"
930,"4"
931,"3"
932,"5"
933,"8"
934,"4"
935,"9"
936,"9"
937,"3"
938,"9"
939,"6"
940,"6"
941,"7"
942,"7"
943,"3"
944,"1"
945,"9"
946,"1"
947,"2"
948,"6"
949,"5"
950,"3"
951,"0"
952,"0"
953,"3"
954,"4"
955,"7"
956,"6"
957,"5"
958,"5"
959,"0"
960,"5"
961,"5"
962,"2"
963,"8"
964,"3"
965,"1"
966,"5"
967,"3"
968,"4"
969,"4"
970,"8"
971,"5"
972,"8"
973,"1"
974,"5"
975,"2"
976,"2"
977,"9"
978,"2"
979,"3"
980,"3"
981,"1"
982,"9"
983,"9"
984,"8"
985,"6"
986,"8"
987,"2"
988,"0"
989,"6"
990,"1"
991,"3"
992,"1"
993,"3"
994,"3"
995,"4"
996,"0"
997,"8"
998,"5"
999,"1"
1000,"4"
1001,"7"
1002,"5"
1003,"2"
1004,"1"
1005,"5"
1006,"7"
1007,"8"
1008,"8"
1009,"5"
1010,"6"
1011,"8"
1012,"8"
1013,"8"
1014,"4"
1015,"4"
1016,"1"
1017,"7"
1018,"1"
1019,"2"
1020,"7"
1021,"8"
1022,"2"
1023,"4"
1024,"9"
1025,"4"
1026,"5"
1027,"4"
1028,"3"
1029,"6"
1030,"5"
1031,"8"
1032,"4"
1033,"1"
1034,"6"
1035,"3"
1036,"7"
1037,"0"
1038,"8"
1039,"0"
1040,"8"
1041,"3"
1042,"1"
1043,"2"
1044,"7"
1045,"4"
1046,"3"
1047,"8"
1048,"0"
1049,"4"
1050,"6"
1051,"5"
1052,"3"
1053,"4"
1054,"1"
1055,"7"
1056,"6"
1057,"6"
1058,"1"
1059,"0"
1060,"4"
1061,"2"
1062,"3"
1063,"3"
1064,"4"
1065,"4"
1066,"1"
1067,"9"
1068,"2"
1069,"4"
1070,"2"
1071,"6"
1072,"7"
1073,"6"
1074,"6"
1075,"3"
1076,"8"
1077,"8"
1078,"1"
1079,"8"
1080,"9"
1081,"0"
1082,"0"
1083,"9"
1084,"4"
1085,"7"
1086,"1"
1087,"1"
1088,"2"
1089,"9"
1090,"2"
1091,"4"
1092,"4"
1093,"0"
1094,"1"
1095,"3"
1096,"3"
1097,"8"
1098,"1"
1099,"9"
1100,"1"
1101,"5"
1102,"1"
1103,"8"
1104,"5"
1105,"1"
1106,"9"
1107,"7"
1108,"9"
1109,"1"
1110,"7"
1111,"6"
1112,"8"
1113,"9"
1114,"9"
1115,"2"
1116,"7"
1117,"3"
1118,"4"
1119,"0"
1120,"9"
1121,"7"
1122,"9"
1123,"9"
1124,"0"
1125,"7"
1126,"6"
1127,"5"
1128,"9"
1129,"4"
1130,"1"
1131,"6"
1132,"0"
1133,"4"
1134,"4"
1135,"5"
1136,"3"
1137,"3"
1138,"6"
1139,"5"
1140,"5"
1141,"1"
1142,"0"
1143,"0"
1144,"6"
1145,"2"
1146,"9"
1147,"1"
1148,"4"
1149,"8"
1150,"3"
1151,"5"
1152,"7"
1153,"1"
1154,"2"
1155,"7"
1156,"9"
1157,"0"
1158,"4"
1159,"1"
1160,"4"
1161,"9"
1162,"7"
1163,"0"
1164,"4"
1165,"3"
1166,"8"
1167,"1"
1168,"8"
1169,"1"
1170,"7"
1171,"3"
1172,"5"
1173,"1"
1174,"3"
1175,"1"
1176,"3"
1177,"2"
1178,"3"
1179,"2"
1180,"5"
1181,"3"
1182,"7"
1183,"8"
1184,"2"
1185,"9"
1186,"7"
1187,"4"
1188,"5"
1189,"8"
1190,"0"
1191,"1"
1192,"7"
1193,"0"
1194,"1"
1195,"9"
1196,"8"
1197,"3"
1198,"1"
1199,"7"
1200,"5"
1201,"9"
1202,"8"
1203,"8"
1204,"2"
1205,"4"
1206,"7"
1207,"3"
1208,"4"
1209,"4"
1210,"1"
1211,"9"
1212,"9"
1213,"9"
1214,"9"
1215,"5"
1216,"0"
1217,"0"
1218,"5"
1219,"2"
1220,"3"
1221,"7"
1222,"4"
1223,"4"
1224,"0"
1225,"8"
1226,"7"
1227,"2"
1228,"2"
1229,"9"
1230,"3"
1231,"4"
1232,"2"
1233,"9"
1234,"3"
1235,"5"
1236,"5"
1237,"9"
1238,"3"
1239,"8"
1240,"2"
1241,"8"
1242,"2"
1243,"1"
1244,"6"
1245,"3"
1246,"9"
1247,"3"
1248,"6"
1249,"9"
1250,"0"
1251,"9"
1252,"0"
1253,"4"
1254,"8"
1255,"3"
1256,"4"
1257,"0"
1258,"4"
1259,"5"
1260,"6"
1261,"7"
1262,"3"
1263,"1"
1264,"2"
1265,"6"
1266,"4"
1267,"7"
1268,"8"
1269,"3"
1270,"8"
1271,"4"
1272,"7"
1273,"2"
1274,"0"
1275,"9"
1276,"7"
1277,"8"
1278,"4"
1279,"4"
1280,"1"
1281,"1"
1282,"8"
1283,"5"
1284,"6"
1285,"9"
1286,"5"
1287,"6"
1288,"4"
1289,"3"
1290,"5"
1291,"9"
1292,"5"
1293,"9"
1294,"5"
1295,"2"
1296,"2"
1297,"5"
1298,"9"
1299,"2"
1300,"9"
1301,"8"
1302,"3"
1303,"7"
1304,"2"
1305,"1"
1306,"7"
1307,"1"
1308,"2"
1309,"4"
1310,"6"
1311,"0"
1312,"2"
1313,"4"
1314,"0"
1315,"3"
1316,"2"
1317,"9"
1318,"3"
1319,"1"
1320,"0"
1321,"0"
1322,"1"
1323,"8"
1324,"5"
1325,"3"
1326,"9"
1327,"7"
1328,"1"
1329,"6"
1330,"1"
1331,"8"
1332,"9"
1333,"8"
1334,"3"
1335,"6"
1336,"3"
1337,"4"
1338,"4"
1339,"2"
1340,"0"
1341,"2"
1342,"1"
1343,"5"
1344,"0"
1345,"1"
1346,"0"
1347,"7"
1348,"3"
1349,"5"
1350,"9"
1351,"5"
1352,"0"
1353,"2"
1354,"9"
1355,"2"
1356,"3"
1357,"2"
1358,"4"
1359,"6"
1360,"2"
1361,"5"
1362,"1"
1363,"1"
1364,"7"
1365,"2"
1366,"1"
1367,"5"
1368,"2"
1369,"3"
1370,"9"
1371,"1"
1372,"1"
1373,"1"
1374,"7"
1375,"8"
1376,"7"
1377,"6"
1378,"2"
1379,"3"
1380,"1"
1381,"2"
1382,"1"
1383,"7"
1384,"5"
1385,"6"
1386,"9"
1387,"7"
1388,"9"
1389,"5"
1390,"8"
1391,"9"
1392,"2"
1393,"5"
1394,"1"
1395,"7"
1396,"0"
1397,"1"
1398,"0"
1399,"5"
1400,"6"
1401,"9"
1402,"1"
1403,"0"
1404,"7"
1405,"1"
1406,"0"
1407,"8"
1408,"9"
1409,"9"
1410,"2"
1411,"6"
1412,"4"
1413,"7"
1414,"8"
1415,"2"
1416,"5"
1417,"9"
1418,"9"
1419,"4"
1420,"2"
1421,"1"
1422,"5"
1423,"0"
1424,"2"
1425,"4"
1426,"2"
1427,"0"
1428,"3"
1429,"2"
1430,"6"
1431,"1"
1432,"5"
1433,"2"
1434,"0"
1435,"9"
1436,"8"
1437,"7"
1438,"7"
1439,"7"
1440,"6"
1441,"2"
1442,"0"
1443,"0"
1444,"0"
1445,"8"
1446,"0"
1447,"7"
1448,"1"
1449,"2"
1450,"4"
1451,"7"
1452,"5"
1453,"6"
1454,"6"
1455,"4"
1456,"5"
1457,"1"
1458,"7"
1459,"6"
1460,"1"
1461,"1"
1462,"2"
1463,"7"
1464,"7"
1465,"8"
1466,"6"
1467,"1"
1468,"0"
1469,"1"
1470,"9"
1471,"3"
1472,"2"
1473,"8"
1474,"2"
1475,"3"
1476,"2"
1477,"9"
1478,"7"
1479,"5"
1480,"2"
1481,"3"
1482,"1"
1483,"0"
1484,"7"
1485,"0"
1486,"5"
1487,"1"
1488,"6"
1489,"8"
1490,"9"
1491,"0"
1492,"7"
1493,"5"
1494,"8"
1495,"1"
1496,"8"
1497,"3"
1498,"2"
1499,"9"
1500,"5"
1501,"6"
1502,"1"
1503,"9"
1504,"2"
1505,"4"
1506,"4"
1507,"6"
1508,"7"
1509,"1"
1510,"3"
1511,"8"
1512,"6"
1513,"2"
1514,"4"
1515,"5"
1516,"4"
1517,"0"
1518,"3"
1519,"7"
1520,"2"
1521,"3"
1522,"6"
1523,"0"
1524,"0"
1525,"7"
1526,"4"
1527,"8"
1528,"4"
1529,"4"
1530,"7"
1531,"9"
1532,"0"
1533,"3"
1534,"6"
1535,"8"
1536,"2"
1537,"9"
1538,"4"
1539,"5"
1540,"9"
1541,"0"
1542,"7"
1543,"3"
1544,"3"
1545,"4"
1546,"8"
1547,"9"
1548,"5"
1549,"9"
1550,"1"
1551,"4"
1552,"0"
1553,"6"
1554,"5"
1555,"4"
1556,"0"
1557,"2"
1558,"0"
1559,"5"
1560,"8"
1561,"0"
1562,"1"
1563,"2"
1564,"6"
1565,"7"
1566,"1"
1567,"4"
1568,"2"
1569,"4"
1570,"8"
1571,"7"
1572,"3"
1573,"4"
1574,"8"
1575,"2"
1576,"0"
1577,"5"
1578,"0"
1579,"3"
1580,"9"
1581,"5"
1582,"8"
1583,"1"
1584,"8"
1585,"6"
1586,"8"
1587,"2"
1588,"6"
1589,"2"
1590,"7"
1591,"6"
1592,"3"
1593,"6"
1594,"0"
1595,"9"
1596,"8"
1597,"0"
1598,"3"
1599,"6"
1600,"2"
1601,"4"
1602,"2"
1603,"8"
1604,"5"
1605,"8"
1606,"6"
1607,"9"
1608,"9"
1609,"4"
1610,"8"
1611,"2"
1612,"9"
1613,"3"
1614,"7"
1615,"5"
1616,"6"
1617,"5"
1618,"4"
1619,"0"
1620,"3"
1621,"2"
1622,"7"
1623,"0"
1624,"9"
1625,"8"
1626,"7"
1627,"7"
1628,"3"
1629,"9"
1630,"7"
1631,"7"
1632,"1"
1633,"0"
1634,"5"
1635,"0"
1636,"6"
1637,"4"
1638,"4"
1639,"9"
1640,"5"
1641,"7"
1642,"8"
1643,"5"
1644,"6"
1645,"4"
1646,"6"
1647,"9"
1648,"9"
1649,"2"
1650,"0"
1651,"5"
1652,"6"
1653,"6"
1654,"8"
1655,"3"
1656,"6"
1657,"5"
1658,"0"
1659,"6"
1660,"4"
1661,"7"
1662,"1"
1663,"1"
1664,"1"
1665,"6"
1666,"5"
1667,"4"
1668,"9"
1669,"3"
1670,"1"
1671,"5"
1672,"4"
1673,"4"
1674,"4"
1675,"4"
1676,"7"
1677,"8"
1678,"4"
1679,"1"
1680,"7"
1681,"7"
1682,"0"
1683,"3"
1684,"0"
1685,"8"
1686,"4"
1687,"7"
1688,"6"
1689,"6"
1690,"6"
1691,"4"
1692,"5"
1693,"4"
1694,"1"
1695,"0"
1696,"3"
1697,"4"
1698,"4"
1699,"7"
1700,"7"
1701,"9"
1702,"6"
1703,"4"
1704,"2"
1705,"1"
1706,"5"
1707,"3"
1708,"7"
1709,"6"
1710,"1"
1711,"8"
1712,"6"
1713,"8"
1714,"6"
1715,"7"
1716,"2"
1717,"6"
1718,"0"
1719,"5"
1720,"3"
1721,"8"
1722,"8"
1723,"1"
1724,"1"
1725,"1"
1726,"7"
1727,"2"
1728,"3"
1729,"5"
1730,"5"
1731,"6"
1732,"0"
1733,"3"
1734,"5"
1735,"8"
1736,"5"
1737,"5"
1738,"4"
1739,"8"
1740,"9"
1741,"1"
1742,"7"
1743,"8"
1744,"7"
1745,"5"
1746,"3"
1747,"2"
1748,"0"
1749,"1"
1750,"0"
1751,"4"
1752,"3"
1753,"0"
1754,"9"
1755,"4"
1756,"3"
1757,"9"
1758,"1"
1759,"7"
1760,"1"
1761,"8"
1762,"9"
1763,"1"
1764,"0"
1765,"6"
1766,"5"
1767,"9"
1768,"3"
1769,"6"
1770,"3"
1771,"2"
1772,"5"
1773,"1"
1774,"7"
1775,"7"
1776,"3"
1777,"8"
1778,"6"
1779,"3"
1780,"7"
1781,"5"
1782,"7"
1783,"2"
1784,"0"
1785,"0"
1786,"6"
1787,"2"
1788,"0"
1789,"4"
1790,"3"
1791,"0"
1792,"2"
1793,"1"
1794,"1"
1795,"5"
1796,"0"
1797,"2"
1798,"3"
1799,"0"
1800,"8"
1801,"2"
1802,"5"
1803,"6"
1804,"9"
1805,"7"
1806,"5"
1807,"8"
1808,"3"
1809,"9"
1810,"9"
1811,"7"
1812,"6"
1813,"3"
1814,"0"
1815,"1"
1816,"2"
1817,"0"
1818,"5"
1819,"1"
1820,"8"
1821,"9"
1822,"6"
1823,"5"
1824,"1"
1825,"8"
1826,"8"
1827,"8"
1828,"0"
1829,"7"
1830,"3"
1831,"3"
1832,"6"
1833,"9"
1834,"2"
1835,"9"
1836,"0"
1837,"0"
1838,"3"
1839,"5"
1840,"7"
1841,"6"
1842,"4"
1843,"6"
1844,"9"
1845,"5"
1846,"1"
1847,"5"
1848,"3"
1849,"3"
1850,"5"
1851,"1"
1852,"2"
1853,"3"
1854,"6"
1855,"3"
1856,"3"
1857,"3"
1858,"7"
1859,"8"
1860,"2"
1861,"6"
1862,"1"
1863,"9"
1864,"3"
1865,"0"
1866,"6"
1867,"1"
1868,"6"
1869,"3"
1870,"2"
1871,"8"
1872,"6"
1873,"2"
1874,"4"
1875,"0"
1876,"7"
1877,"8"
1878,"1"
1879,"9"
1880,"2"
1881,"5"
1882,"3"
1883,"9"
1884,"2"
1885,"8"
1886,"6"
1887,"5"
1888,"2"
1889,"7"
1890,"4"
1891,"7"
1892,"9"
1893,"3"
1894,"3"
1895,"3"
1896,"1"
1897,"0"
1898,"8"
1899,"7"
1900,"1"
1901,"0"
1902,"8"
1903,"4"
1904,"2"
1905,"3"
1906,"3"
1907,"7"
1908,"4"
1909,"7"
1910,"0"
1911,"0"
1912,"4"
1913,"3"
1914,"7"
1915,"7"
1916,"4"
1917,"0"
1918,"9"
1919,"2"
1920,"4"
1921,"0"
1922,"9"
1923,"9"
1924,"8"
1925,"2"
1926,"3"
1927,"9"
1928,"7"
1929,"1"
1930,"2"
1931,"0"
1932,"4"
1933,"3"
1934,"8"
1935,"3"
1936,"1"
1937,"5"
1938,"2"
1939,"9"
1940,"9"
1941,"0"
1942,"8"
1943,"3"
1944,"5"
1945,"4"
1946,"8"
1947,"7"
1948,"3"
1949,"3"
1950,"2"
1951,"0"
1952,"1"
1953,"4"
1954,"0"
1955,"4"
1956,"9"
1957,"1"
1958,"4"
1959,"5"
1960,"5"
1961,"4"
1962,"2"
1963,"7"
1964,"5"
1965,"8"
1966,"7"
1967,"4"
1968,"8"
1969,"9"
1970,"7"
1971,"9"
1972,"6"
1973,"9"
1974,"8"
1975,"1"
1976,"4"
1977,"7"
1978,"0"
1979,"1"
1980,"3"
1981,"8"
1982,"5"
1983,"0"
1984,"2"
1985,"7"
1986,"8"
1987,"2"
1988,"5"
1989,"6"
1990,"8"
1991,"0"
1992,"2"
1993,"9"
1994,"9"
1995,"7"
1996,"8"
1997,"5"
1998,"7"
1999,"8"
2000,"0"
2001,"6"
2002,"7"
2003,"0"
2004,"9"
2005,"1"
2006,"7"
2007,"3"
2008,"9"
2009,"3"
2010,"4"
2011,"1"
2012,"8"
2013,"7"
2014,"0"
2015,"8"
2016,"7"
2017,"0"
2018,"5"
2019,"7"
2020,"5"
2021,"6"
2022,"3"
2023,"6"
2024,"8"
2025,"4"
2026,"9"
2027,"8"
2028,"2"
2029,"8"
2030,"9"
2031,"9"
2032,"5"
2033,"6"
2034,"6"
2035,"8"
2036,"9"
2037,"5"
2038,"5"
2039,"8"
2040,"4"
2041,"2"
2042,"5"
2043,"1"
2044,"0"
2045,"0"
2046,"7"
2047,"7"
2048,"2"
2049,"1"
2050,"8"
2051,"8"
2052,"3"
2053,"9"
2054,"5"
2055,"3"
2056,"8"
2057,"9"
2058,"8"
2059,"7"
2060,"9"
2061,"6"
2062,"8"
2063,"3"
2064,"4"
2065,"2"
2066,"7"
2067,"3"
2068,"5"
2069,"1"
2070,"3"
2071,"0"
2072,"5"
2073,"1"
2074,"9"
2075,"6"
2076,"5"
2077,"8"
2078,"6"
2079,"8"
2080,"4"
2081,"6"
2082,"6"
2083,"0"
2084,"8"
2085,"1"
2086,"8"
2087,"6"
2088,"1"
2089,"2"
2090,"3"
2091,"7"
2092,"8"
2093,"3"
2094,"5"
2095,"4"
2096,"7"
2097,"2"
2098,"6"
2099,"2"
2100,"4"
2101,"1"
2102,"6"
2103,"0"
2104,"1"
2105,"8"
2106,"1"
2107,"7"
2108,"4"
2109,"1"
2110,"1"
2111,"2"
2112,"9"
2113,"3"
2114,"0"
2115,"1"
2116,"7"
2117,"3"
2118,"5"
2119,"8"
2120,"2"
2121,"9"
2122,"3"
2123,"0"
2124,"5"
2125,"5"
2126,"8"
2127,"7"
2128,"3"
2129,"8"
2130,"5"
2131,"7"
2132,"1"
2133,"3"
2134,"0"
2135,"8"
2136,"0"
2137,"2"
2138,"1"
2139,"4"
